no_,tw_id,tw_username,text,url,retweet_count,is_retweet,text_1,tweet_created_date
1,1378359254449496065,luvs477,@luvs477 - more than 🔁 38K Retweets on one tweet:,https://twitter.com/luvs477/status/1529861999307284487,37935,true,RT @luvs477: Watch me cum don’t look away �� https://t.co/Hd9CiQIbpI,2022-05-26T16:28:18Z
2,1215284173939802112,jackson_clark12,@jackson_clark12 - more than 🔁 36K Retweets on one tweet:,https://twitter.com/jackson_clark12/status/1530075177857458176,35784,true,RT @jackson_clark12: Daddy twink hard power  https://t.co/n2YLKBdfWj https://t.co/n2YLKBdfWj https://t.co/VPcm8GQiGD,2022-05-27T06:35:24Z
3,1343320328416714753,wolfmannxxx,@wolfmannxxx - more than 🔁 36K Retweets on one tweet:,https://twitter.com/wolfmannxxx/status/1530358686366855168,35657,true,RT @WolfmannXXX: a horny hotel night ���� @luiskapx   https://t.co/ntMQ4iGKHN https://t.co/xxQzhRCCXR,2022-05-28T01:21:58Z
4,1220580990290186240,heycumere,@heycumere - more than 🔁 33K Retweets on one tweet:,https://twitter.com/heycumere/status/1530002796291948544,32877,true,RT @heycumere: My zoom lecture over orthopedic imaging was a hard concept�� SOUND ON�� https://t.co/NvYznZ1hlY,2022-05-27T01:47:47Z
5,960242711621185544,sunsetpboy,@sunsetpboy - more than 🔁 29K Retweets on one tweet:,https://twitter.com/sunsetpboy/status/1529271123728379906,28733,true,"RT @sunsetpboy: sit back daddy, i’ll take it from here ���� https://t.co/7v5xlhJl9R https://t.co/rRZ6Ud28Q3",2022-05-25T01:20:23Z
6,1336069330358984706,samironeboy,@samironeboy - more than 🔁 28K Retweets on one tweet:,https://twitter.com/samironeboy/status/1530205112735477760,27884,true,"RT @samironeboy: I love my daddy, you ? https://t.co/aVEKF2ZmXX",2022-05-27T15:11:43Z
7,1222794363631173632,imanolbrownof,@imanolbrownof - more than 🔁 24K Retweets on one tweet:,https://twitter.com/imanolbrownof/status/1529903865448976384,24305,true,RT @imanolbrownOF: https://t.co/1hoWVSjBAS      @aospinad https://t.co/WM8KDw4XZs,2022-05-26T19:14:40Z
8,1364309989016354821,urboyboots,@urboyboots - more than 🔁 22K Retweets on one tweet:,https://twitter.com/urboyboots/status/1528111057713172481,22313,true,RT @urboyboots: new video up on onlyfans ☀️ https://t.co/TQfaUB1rbr,2022-05-21T20:30:41Z
9,1266369404687667203,igormillerof,@igormillerof - more than 🔁 22K Retweets on one tweet:,https://twitter.com/igormillerof/status/1529464972694245377,21557,true,RT @igormillerof: This video is just one example of what you will find in my Onlyfans. �� https://t.co/tJ9zSyXoTZ,2022-05-25T14:10:40Z
10,1071369727522541568,hungtwinks,@hungtwinks - more than 🔁 20K Retweets on one tweet:,https://twitter.com/hungtwinks/status/1529991079747112969,20278,true,RT @HungTwinks: My monster meat ���� https://t.co/hv3MjWB7Nh,2022-05-27T01:01:13Z
11,1304264624569831424,emilianovelaok,@emilianovelaok - more than 🔁 20K Retweets on one tweet:,https://twitter.com/emilianovelaok/status/1530382789614325760,20235,true,RT @EmilianoVelaOk: My stepdad spilled his babies inside me �� https://t.co/rdBQgSz8bR,2022-05-28T02:57:44Z
12,1370053306786140165,braziliangladi1,@braziliangladi1 - more than 🔁 19K Retweets on one tweet:,https://twitter.com/braziliangladi1/status/1529514270806925313,19226,true,RT @BrazilianGladi1: RT ������ COME TO DELIGHT WITH MY BIG DICK  https://t.co/jP7OQ6Eb2Q  FOLLOW ME ON ONLYFANS�� https://t.co/BiXBNsaXW9,2022-05-25T17:26:33Z
13,1325693563393466371,amirpounding,@amirpounding - more than 🔁 15K Retweets on one tweet:,https://twitter.com/amirpounding/status/1528443312125923328,15263,true,RT @AmirPounding: got me pounding hard�� right where you want me to @gloomy_kx   https://t.co/43S6Qt4hlj https://t.co/t4rAsg54Cb,2022-05-22T18:30:57Z
14,1329105594213654535,emilianoterra_,@emilianoterra_ - more than 🔁 15K Retweets on one tweet:,https://twitter.com/emilianoterra_/status/1530363799835791360,15148,true,RT @emilianoterra_: 100K Likes and I put the OnlyFans Free for everyone �� Your RT helps �� https://t.co/kwM2HYIb7D,2022-05-28T01:42:17Z
15,1419949442917142528,the_gato_preto,@the_gato_preto - more than 🔁 15K Retweets on one tweet:,https://twitter.com/the_gato_preto/status/1529311773144276998,14879,true,RT @The_Gato_Preto: Can i twerk on you too? �� https://t.co/nAdQrflrKd,2022-05-25T04:01:54Z
16,1083090020624285696,hlspoon,@hlspoon - more than 🔁 15K Retweets on one tweet:,https://twitter.com/hlspoon/status/1528656678324822016,14806,true,RT @hlspoon: On my knees where I belong ☺️ @bigdickfig https://t.co/8a25DWm53B,2022-05-23T08:38:47Z
17,1349563639951466496,poyatoreal,@poyatoreal - more than 🔁 15K Retweets on one tweet:,https://twitter.com/poyatoreal/status/1529963681563435030,14774,true,RT @poyatoreal: a horny morning �� @RuggeryV    https://t.co/SjUlqFVPB1 https://t.co/CASggJfh9v,2022-05-26T23:12:21Z
18,1250243500110741504,xaviblinded,@xaviblinded - more than 🔁 14K Retweets on one tweet:,https://twitter.com/xaviblinded/status/1528444185426087936,14167,true,RT @XaviBlinded: ¿Te gustaría montarme así? ���� https://t.co/z24xWV8I8Z,2022-05-22T18:34:25Z
19,1199279357316853760,jush69,@jush69 - more than 🔁 14K Retweets on one tweet:,https://twitter.com/jush69/status/1528309827763523584,13793,true,RT @jush69: Pakatapos mag basketball jakol agad �� https://t.co/U52hbLJ4QC,2022-05-22T09:40:32Z
20,2656359260,nakedgamerr,@nakedgamerr - more than 🔁 13K Retweets on one tweet:,https://twitter.com/nakedgamerr/status/1529877839155187714,13410,true,RT @nakedgamerR: Woke up like this and soo horny .  RT if you would suck it�� https://t.co/C6oGMrLHxj,2022-05-26T17:31:15Z
21,140560492,fma01fma,@fma01fma - more than 🔁 13K Retweets on one tweet:,https://twitter.com/fma01fma/status/1530021132547395584,13304,true,RT @FMA01FMA: RT for MORE ������   FULL VIDEO in https://t.co/GaxAPXsrJg �� https://t.co/Xj5q3aHphE,2022-05-27T03:00:39Z
22,1040644370976919554,yesbrawn,@yesbrawn - more than 🔁 13K Retweets on one tweet:,https://twitter.com/yesbrawn/status/1528430735551410176,12812,true,RT @yesbrawn: would you swallow it all?   https://t.co/RmyLXbvHxB https://t.co/KTdvpNjUjH,2022-05-22T17:40:58Z
23,1309377073803407361,uncutmoto,@uncutmoto - more than 🔁 13K Retweets on one tweet:,https://twitter.com/uncutmoto/status/1530195786696466432,12598,true,RT @UncutMoto: Lick my visor clean �� https://t.co/FXMUBqu34Z,2022-05-27T14:34:39Z
24,1315385729133031428,jlikesmoney,@jlikesmoney - more than 🔁 13K Retweets on one tweet:,https://twitter.com/jlikesmoney/status/1530015678983462913,12586,true,RT @jlikesmoney: Always horny after class https://t.co/1TNmyhRpgZ,2022-05-27T02:38:58Z
25,1589302075,tylerwu_97,@tylerwu_97 - more than 🔁 12K Retweets on one tweet:,https://twitter.com/tylerwu_97/status/1530316300920229888,12429,true,RT @TylerWu_97: I love you @danejaxson ���� Only comment if we can we send you our sex tapes �� https://t.co/Z1qEKplJVn,2022-05-27T22:33:32Z
26,525909657,juniorandres0,@juniorandres0 - more than 🔁 12K Retweets on one tweet:,https://twitter.com/juniorandres0/status/1529893266736525320,12027,true,RT @juniorandres0: Donde estan los que dicen que los musculosos tenemos el pene pequeño? https://t.co/n4voYQdubc,2022-05-26T18:32:33Z
27,30894338,graylingpurnell,@graylingpurnell - more than 🔁 12K Retweets on one tweet:,https://twitter.com/graylingpurnell/status/1529608206183301125,11947,true,RT @graylingpurnell: BIG DICK DADDY ��   https://t.co/fynANSouVB https://t.co/tJZY1ry885,2022-05-25T23:39:49Z
28,715566703220957184,thejasongenesis,@thejasongenesis - more than 🔁 12K Retweets on one tweet:,https://twitter.com/thejasongenesis/status/1530027749082943491,11663,true,RT @TheJasonGenesis: Come play with Me? ���� https://t.co/QfXJIpCJKm,2022-05-27T03:26:56Z
29,1357386566692458496,saxgotem,@saxgotem - more than 🔁 11K Retweets on one tweet:,https://twitter.com/saxgotem/status/1527879132889108481,11371,true,RT @Saxgotem: My Dick &amp; Balls Look Fire In The Sun�� What You Think?�� https://t.co/S2jPvYybpy,2022-05-21T05:09:06Z
